Hours,Censoring Indicator,Truncation Hours,Truncation Indicator
20453,Failed,5850,Left
18082,Right,5173,Left
21145,Right,5878,Left
23251,Right,5814,Left
14500,Right,1688,Left
18726,Right,5143,Left
21145,Right,5878,Left
26331,Right,5849,Left
18079,Right,5172,Left
21145,Right,5878,Left
18079,Right,5172,Left
18728,Right,5144,Left
18221,Right,5146,Left
21146,Right,5878,Left
26335,Right,5850,Left
18728,Right,5144,Left
10036,Failed,9,Left
18079,Failed,5172,Left
21145,Right,5878,Left
13681,Right,1808,Left
13830,Right,12,Left
9853,Failed,1160,Left
9875,Right,12,Left
10422,Failed,11,Left
11710,Right,9,Left
17256,Right,4475,Left
19459,Right,2332,Left
24357,Right,2146,Left
19518,Right,1828,Left
15191,Right,2288,Left
19461,Right,2333,Left
17721,Right,2455,Left
11584,Right,9,Left
276,Right,13,Left
12411,Right,1305,Left
11374,Right,7,Left
9663,Right,58,Left
7054,Right,9,Left
23990,Right,1848,Left
13219,Right,12,Left
14494,Right,1687,Left
7453,Failed,1012,Left
13899,Right,2146,Left
17536,Right,2290,Left
23664,Right,1688,Left
17534,Right,2289,Left
14461,Failed,1514,Left
16526,Failed,2289,Left
17535,Right,2289,Left
24354,Right,2145,Left
24357,Right,2147,Left
14135,Right,1687,Left
2598,Failed,1014,Left
15695,Failed,2288,Left
9701,Right,9,Left
9562,Right,9,Left
18898,Failed,2267,Left
15467,Right,2174,Left
15165,Right,2174,Left
15196,Right,2288,Left
15001,Right,2625,Left
1670,Right,14,Left
17536,Right,2289,Left
24355,Right,2146,Left
24349,Right,2146,Left
19910,Failed,2147,Left
24042,Failed,2147,Left
17532,Right,2289,Left
2109,Right,18,Left
11247,Right,9,Left
17534,Right,2290,Left
17536,Right,2289,Left
3498,Right,13,Left
17385,Right,2111,Left
19893,Right,2743,Left
14283,Right,1351,Left
17534,Right,2289,Left
2483,Right,10,Left
17534,Right,2289,Left
17536,Right,2289,Left
24354,Right,2147,Left
20341,Failed,2146,Left
2989,Right,14,Left
7313,Right,18,Left
14547,Right,10,Left
17538,Right,2290,Left
2642,Failed,1274,Left
18870,Right,1204,Left
15466,Right,3526,Left
19212,Right,2066,Left
17867,Right,2625,Left
15126,Right,2675,Left
24315,Right,3537,Left
13804,Right,1351,Left
24365,Right,2148,Left
24360,Right,2147,Left
1600,Right,13,Left
20443,Failed,2147,Left
15010,Failed,2290,Left
17372,Right,2111,Left
23316,Right,2328,Left
15256,Failed,2328,Left
15248,Failed,2306,Left
15252,Right,2307,Left
23317,Right,2328,Left
15252,Right,2307,Left
17373,Right,2111,Left
19768,Right,2110,Left
19460,Right,2333,Left
16028,Failed,2268,Left
17521,Right,2288,Left
9176,Failed,2111,Left
17536,Right,2289,Left
24362,Right,2148,Left
24355,Right,2145,Left
24360,Right,2147,Left
14526,Right,1449,Left
11554,Right,12,Left
17372,Right,2111,Left
20128,Right,2110,Left
18433,Right,1355,Left
13541,Right,1498,Left
14384,Right,1451,Left
14434,Right,1488,Left
14524,Right,1449,Left
17372,Right,2111,Left
19459,Right,2332,Left
17373,Right,2111,Left
3139,Right,26,Left
17684,Failed,2111,Left
17533,Right,2289,Left
17535,Right,2289,Left
17535,Right,2289,Left
16231,Failed,2146,Left
3020,Right,13,Left
9392,Failed,2290,Left
17371,Right,2111,Left
16288,Failed,2328,Left
24230,Right,2108,Left
15250,Right,2306,Left
23320,Right,2328,Left
14998,Right,2624,Left
19396,Right,1731,Left
9097,Right,1320,Left
15806,Right,3705,Left
5367,Failed,3536,Left
17264,Failed,3853,Left
19278,Failed,3707,Left
19984,Right,3705,Left
15589,Failed,3850,Left
15637,Right,3694,Left
14998,Right,2625,Left
16684,Right,3705,Left
15079,Right,3201,Left
13546,Right,2173,Left
15277,Right,3336,Left
10397,Right,10,Left
10876,Right,105,Left
10241,Right,1322,Left
14949,Right,1498,Left
18559,Right,1498,Left
14467,Right,1498,Left
12882,Right,1134,Left
13732,Right,1498,Left
7203,Right,6,Left
11737,Right,12,Left
22482,Right,1491,Left
16718,Right,1450,Left
19555,Failed,1442,Left
24088,Right,1965,Left
20626,Failed,2165,Left
7053,Right,10,Left
17150,Right,9,Left
17152,Right,10,Left
8838,Right,110,Left
4873,Right,10,Left
8447,Right,13,Left
11230,Right,9,Left
10634,Right,11,Left
3586,Right,12,Left
